dataset|column|type|uncompressed_size|scheme|block_size|morsel|p2schema|p2header|p2payload|compressed_size|compressed_header|compressed_payload|compression_rate|decompression_time|decompression_bandwidth(compressed)|decompression_bandwidth(uncompressed)
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|zstd|false|false|1640991|0|1640991|2.22648|7457|0.220056|0.48995
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|snappy|true|true|2117236|0|2117236|1.72566|8966|0.236129|0.407479
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|snappy|true|false|2305846|34102|2271744|1.58451|6285|0.366836|0.581254
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|snappy|false|true|2135393|64224|2071169|1.71099|8907|0.239721|0.41016
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|128|false|snappy|false|false|2117236|0|2117236|1.72566|8978|0.235803|0.406915
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|true||||2625136|32112|2593024|1.39179|148|17.6211|24.5248
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false||||2625136|32112|2593024|1.39179|1799|1.45853|2.02996
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|lz4|true|true|2234504|0|2234504|1.6351|5812|0.384462|0.628633
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|lz4|true|false|2608829|15805|2593024|1.40049|5791|0.450434|0.630828
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|lz4|false|true|2250601|32112|2218489|1.6234|5744|0.391794|0.636039
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|lz4|false|false|2234504|0|2234504|1.6351|5753|0.388353|0.634996
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|zstd|true|true|1695961|0|1695961|2.15431|7315|0.23183|0.499434
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|zstd|true|false|2602789|9765|2593024|1.40374|5700|0.45658|0.640918
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|zstd|false|true|1717255|32112|1685143|2.1276|7383|0.232594|0.494868
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|zstd|false|false|1695961|0|1695961|2.15431|7414|0.228722|0.492738
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|snappy|true|true|2280630|0|2280630|1.60203|11072|0.205981|0.329988
CityMaxCapita/CityMaxCapita_1.csv|6|int|3653632|forn|256|false|snappy|true|false|2609050|16026|2593024|1.40037|5874|0.444108|0.621915
